dataset_name,stroke,event_distance,sex,age_min,age_max,skill_level,metric_name,unit,value_typical,uncertainty_sd,value_min,value_max,measurement_domain,status,benchmark_priority,method,notes,source_type,source_title,authors,publication_year,doi,pmid,population_description,age_group,population_level,course,event_context,evidence_grade,benchmark_eligibility,benchmark_use,population_match_required,context_only_reason
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Turn Time,s,11.77,0.11,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,10.5,0.9,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.6,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,55.2,3.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,DPS,m,1.75,0.11,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Start Time,s,6.47,0.36,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,15.5,1.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Turn Time,s,12.55,0.2,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,10.8,1.0,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.48,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,35.7,3.1,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,200m,Male,,,Elite / European Championship Finalist,DPS,m,2.51,0.21,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,50m,Male,,,Elite / European Championship Finalist,Start Time,s,5.31,0.11,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,50m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,50m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,10.4,1.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,50m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,50m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,2.12,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,50m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,50m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,61.9,1.8,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,50m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,50m,Male,,,Elite / European Championship Finalist,DPS,m,2.05,0.06,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,50m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Start Time,s,5.55,0.14,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,11.9,0.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Turn Time,s,9.51,0.19,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,8.1,1.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.98,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,50.9,2.4,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,100m,Male,,,Elite / European Championship Finalist,DPS,m,2.34,0.1,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Start Time,s,5.84,0.16,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,12.3,0.6,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Turn Time,s,10.39,0.18,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,7.4,1.3,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.81,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,43.4,2.0,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,FREESTYLE,200m,Male,,,Elite / European Championship Finalist,DPS,m,2.51,0.12,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
